"Details 10.213.24.223 ","ra-eg-gfrfts-h04 ","Does not respond to ping (since 032613)"
"Details 10.213.24.224 ","ra-eg-gfrfts-h08 ","Does not respond to ping (since 032413)"
"Details 10.213.24.230 ","ra-eg-gfrfts-h09 ","Does not respond to ping (since 032413)"
"Details 10.213.24.231 ","ra-eg-gfrsql-h05 ","Does not respond to ping (since 032513)"
"Details 10.213.24.232 ","ra-eg-gfrsql-h06 ","Does not respond to ping (since 032413)"
"Details 192.168.250.131 ","aujpjptokdaiwcp-a01.tfn.com ","This IP's assignment information does not match DNS or ServiceManager (since 113012)"
"Details 10.51.2.74 ","c711tmecmgs01.ten.thomsonreuters.com ","Does not respond to ping (since 032113)"
"Details 10.51.5.18 ","C824XWEMPUB03 ","Does not respond to ping (since 032813)"
"Details 10.52.130.98 ","C265EZJGRCSNP ","Does not respond to ping (since 012913)"
"Details 10.52.134.51 ","C111UBRLHUB03 ","Does not respond to ping (since 012913)"
"Details 10.52.142.43 ","c720bvwcmgs01.ten.thomsonreuters.com ","Does not respond to ping (since 032113)"
"Details 10.52.142.57 ","C828QPKQFS02 ","Does not respond to ping (since 021213)"
"Details 10.59.176.75 ","RA-C888UXQMPUB01 ","Does not respond to ping (since 020513)"
"Details 10.176.53.226 ","EG-J3RSQLQA-A01 ","Does not respond to ping (since 032913)"
"Details 10.204.32.129 ","c696xvjtftta.tlr.thomson.com ","This IP's assignment information does not match DNS or ServiceManager (since 051313)"
"Details 10.204.64.96 ","c221dyhegnd06.tlr.thomson.com ","This IP's assignment information does not match DNS or ServiceManager (since 021213)"
"Details 10.204.64.97 ","c494hqvegnd07.tlr.thomson.com ","This IP's assignment information does not match DNS or ServiceManager (since 021213)"
"Details 10.204.64.100 ","c290fscegnd10.tlr.thomson.com ","This IP's assignment information does not match DNS or ServiceManager (since 021113)"
"Details 10.204.66.48 ","testserver14 ","Does not respond to ping (since 032513)"
"Details 10.205.69.10 ","boardlinkdav-dev.accelus.com ","This IP's assignment information does not match DNS or ServiceManager (since 062713)"
"Details 10.206.16.3 ","powerapp.int.westgroup.com ","This IP's assignment information does not match DNS or ServiceManager (since 070613)"
"Details 10.206.16.214 ","cubiscan-test.int.westgroup.com ","This IP's assignment information does not match DNS or ServiceManager (since 070113)"
"Details 10.215.31.40 ","c234qgj.ecom.tlrg.com ","This IP's assignment information does not match DNS or ServiceManager (since 032513)"
"Details 10.220.30.41 ","EG-SIRLBQ-B02C ","Does not respond to ping (since 032613)"
"Details 10.225.4.136 ","tss1vdev0104 ","Does not respond to ping (since 120712)"
"Details 10.226.50.178 ","boardlinkservices-qa.accelus.eu ","This IP's assignment information does not match DNS or ServiceManager (since 070313)"
"Details 10.226.50.179 ","boardlinkdav-qa.accelus.eu ","This IP's assignment information does not match DNS or ServiceManager (since 070313)"
"Details 163.231.83.217 ","pfsso.int.thomsonreuters.com ","Does not respond to ping (since 011213)"
"Details 163.231.94.89 ","eg-hdsadm-a04.int.westgroup.com ","Does not respond to ping (since 030313)"
"Details 163.231.99.40 ","koro ","Does not respond to ping (since 020413)"
"Details 10.51.0.21 ","pvdr.int.thomsonreuters.com ","This IP's assignment information does not match DNS or ServiceManager (since 050713)"
"Details 10.52.130.59 ","C946WPW ","Does not respond to ping (since 032713)"
"Details 10.52.130.61 ","C662YXU ","Does not respond to ping (since 032713)"
"Details 10.206.19.107 ","pvcluster.int.thomsonreuters.com ","This IP's assignment information does not match DNS or ServiceManager (since 050713)"
"Details 10.221.253.190 ","EG-TFSSQL-A02 ","Does not respond to ping (since 032913)"
