"Details 10.51.1.10 ","C239DYHEXOLP2 ","This IP's assignment information does not match DNS or ServiceManager (since 071413)"
"Details 10.51.1.11 ","C534JRVEXSQL2 ","This IP's assignment information does not match DNS or ServiceManager (since 071313)"
"Details 10.51.8.80 ","C111WFXEMBX73 ","Does not respond to ping (since 040413)"
"Details 10.52.130.98 ","C265EZJGRCSNP ","Does not respond to ping (since 012913)"
"Details 10.52.134.51 ","C111UBRLHUB03 ","Does not respond to ping (since 012913)"
"Details 10.52.142.39 ","C382VBHAVNS01 ","Does not respond to ping (since 040513)"
"Details 10.52.142.40 ","C531ZENAVNS02 ","Does not respond to ping (since 040513)"
"Details 10.52.142.41 ","C701SMEAVOS01 ","Does not respond to ping (since 040513)"
"Details 10.52.142.57 ","C828QPKQFS02 ","Does not respond to ping (since 021213)"
"Details 10.59.176.75 ","RA-C888UXQMPUB01 ","Does not respond to ping (since 020513)"
"Details 10.204.64.96 ","c221dyhegnd06.tlr.thomson.com ","This IP's assignment information does not match DNS or ServiceManager (since 021213)"
"Details 10.204.64.97 ","c494hqvegnd07.tlr.thomson.com ","This IP's assignment information does not match DNS or ServiceManager (since 021213)"
"Details 10.204.66.48 ","testserver14 ","Does not respond to ping (since 032513)"
"Details 10.205.50.25 ","C111TVM ","This IP's assignment information does not match DNS or ServiceManager (since 071313)"
"Details 10.205.69.10 ","boardlinkdav-dev.accelus.com ","This IP's assignment information does not match DNS or ServiceManager (since 062713)"
"Details 10.206.16.3 ","powerapp.int.westgroup.com ","This IP's assignment information does not match DNS or ServiceManager (since 070613)"
"Details 10.206.169.10 ","N-C111VFSPMBS09 ","Does not respond to ping (since 040613)"
"Details 10.206.169.11 ","N-C111XHUPMBS10 ","Does not respond to ping (since 040613)"
"Details 10.206.169.18 ","C111DJWHMBX77 ","Does not respond to ping (since 040613)"
"Details 10.215.31.40 ","c234qgj.ecom.tlrg.com ","This IP's assignment information does not match DNS or ServiceManager (since 032513)"
"Details 10.220.30.41 ","EG-SIRLBQ-B02C ","Does not respond to ping (since 032613)"
"Details 10.220.51.144 ","RA-EG-CRMQA-B23 ","Does not respond to ping (since 040613)"
"Details 10.220.172.1 ","c111vtv ","Does not respond to ping (since 040213)"
"Details 10.221.250.97 ","RA-EG-CRM-B25 ","Does not respond to ping (since 040613)"
"Details 10.225.4.136 ","tss1vdev0104 ","Does not respond to ping (since 120712)"
"Details 10.226.50.178 ","boardlinkservices-qa.accelus.eu ","This IP's assignment information does not match DNS or ServiceManager (since 070313)"
"Details 10.226.50.179 ","boardlinkdav-qa.accelus.eu ","This IP's assignment information does not match DNS or ServiceManager (since 070313)"
"Details 163.231.23.4 ","EAGE-ERFPMBS14 ","Does not respond to ping (since 040613)"
"Details 163.231.23.35 ","EAGE-ERFPMBS04 ","Does not respond to ping (since 040613)"
"Details 163.231.23.53 ","c111wfxembx73 ","Does not respond to ping (since 040613)"
"Details 163.231.23.68 ","EAGE-ERFPMBS06 ","Does not respond to ping (since 040613)"
"Details 163.231.29.200 ","C111VFSPMBS09 ","Does not respond to ping (since 040613)"
"Details 163.231.29.204 ","C111XHUPMBS10 ","Does not respond to ping (since 040613)"
"Details 163.231.29.211 ","C111DJWHMBX77 ","Does not respond to ping (since 040613)"
"Details 163.231.31.136 ","C111DQHXBES20 ","Does not respond to ping (since 040113)"
"Details 163.231.31.137 ","C111GRHXBES21 ","Does not respond to ping (since 040113)"
"Details 163.231.83.217 ","pfsso.int.thomsonreuters.com ","Does not respond to ping (since 011213)"
"Details 163.231.94.89 ","eg-hdsadm-a04.int.westgroup.com ","Does not respond to ping (since 030313)"
"Details 163.231.99.40 ","koro ","Does not respond to ping (since 020413)"
"Details 10.51.0.21 ","pvdr.int.thomsonreuters.com ","This IP's assignment information does not match DNS or ServiceManager (since 050713)"
"Details 10.206.19.107 ","pvcluster.int.thomsonreuters.com ","This IP's assignment information does not match DNS or ServiceManager (since 050713)"
"Details 10.220.20.141 ","Eg-Eltvmdv-B12 ","Does not respond to ping (since 031213)"
"Details 10.220.20.142 ","eg-eltvmdv-b13 ","Does not respond to ping (since 031213)"
"Details 10.220.20.143 ","eg-eltvmdv-b14 ","Does not respond to ping (since 031213)"
"Details 10.220.20.144 ","Eg-Eltvmdv-B15 ","Does not respond to ping (since 031213)"
"Details 10.213.24.224 ","ra-eg-gfrfts-h08 ","Does not respond to ping (since 032413)"
"Details 10.221.241.206 ","EG-CTRX-B34 ","Does not respond to ping (since 040613)"
"Details 192.168.250.131 ","aujpjptokdaiwcp-a01.tfn.com ","This IP's assignment information does not match DNS or ServiceManager (since 113012)"
